PMCID,PMID,NCTID,PMIDs,Randomized,RCT,PMCFILE
PMC3977962,24710341,./NCT0071xxxx/NCT00714740.xml:,<PMID>24710341</PMID>,<allocation>Randomized</allocation>,True,PMC3977962.nxml
PMC3978470,23941324,./NCT0332xxxx/NCT03324152.xml:,<PMID>23941324</PMID>,<allocation>Randomized</allocation>,True,PMC3978470.nxml
PMC4602262,24854355,./NCT0332xxxx/NCT03324152.xml:,<PMID>24854355</PMID>,<allocation>Randomized</allocation>,True,PMC4602262.nxml
PMC3978636,24020899,./NCT0076xxxx/NCT00763139.xml:,<PMID>24020899</PMID>,<allocation>Randomized</allocation>,True,PMC3978636.nxml
PMC3978714,24764496,./NCT0029xxxx/NCT00291161.xml:,<PMID>24764496</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3978714.nxml
PMC4058849,24982674,./NCT0029xxxx/NCT00291161.xml:,<PMID>24982674</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4058849.nxml
PMC3978916,24387311,./NCT0340xxxx/NCT03405662.xml:,<PMID>24387311</PMID>,"  allocation. Upon completion of the post-treatment assessments, the Sham-treated patients will",False,PMC3978916.nxml
PMC5568598,28186867,./NCT0340xxxx/NCT03405662.xml:,<PMID>28186867</PMID>,"  allocation. Upon completion of the post-treatment assessments, the Sham-treated patients will",False,PMC5568598.nxml
PMC3981264,24765517,./NCT0169xxxx/NCT01699776.xml:,<PMID>24765517</PMID>,<allocation>Randomized</allocation>,True,PMC3981264.nxml
PMC3981818,24718637,./NCT0337xxxx/NCT03375658.xml:,<PMID>24718637</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3981818.nxml
PMC4096600,25019354,./NCT0337xxxx/NCT03375658.xml:,<PMID>25019354</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4096600.nxml
PMC5403848,27067076,./NCT0337xxxx/NCT03375658.xml:,<PMID>27067076</PMID>,<allocation>Non-Randomized</allocation>,False,PMC5403848.nxml
PMC3982838,24457345,./NCT0259xxxx/NCT02596334.xml:,<PMID>24457345</PMID>,<allocation>Randomized</allocation>,True,PMC3982838.nxml
PMC4004637,24556869,./NCT0259xxxx/NCT02596334.xml:,<PMID>24556869</PMID>,<allocation>Randomized</allocation>,True,PMC4004637.nxml
PMC3983419,24729845,./NCT0232xxxx/NCT02327923.xml:,<PMID>24729845</PMID>,<allocation>Randomized</allocation>,True,PMC3983419.nxml
PMC3984795,24795503,./NCT0311xxxx/NCT03115385.xml:,<PMID>24795503</PMID>,<allocation>Randomized</allocation>,True,PMC3984795.nxml
PMC3990183,24829682,./NCT0311xxxx/NCT03115385.xml:,<PMID>24829682</PMID>,<allocation>Randomized</allocation>,True,PMC3990183.nxml
PMC4274436,24936764,./NCT0311xxxx/NCT03115385.xml:,<PMID>24936764</PMID>,<allocation>Randomized</allocation>,True,PMC4274436.nxml
PMC3985034,24778631,./NCT0347xxxx/NCT03478527.xml:,<PMID>24778631</PMID>,<allocation>Randomized</allocation>,True,PMC3985034.nxml
PMC5056568,27413138,./NCT0347xxxx/NCT03478527.xml:,<PMID>27413138</PMID>,<allocation>Randomized</allocation>,True,PMC5056568.nxml
PMC5319175,28239408,./NCT0347xxxx/NCT03478527.xml:,<PMID>28239408</PMID>,<allocation>Randomized</allocation>,True,PMC5319175.nxml
PMC3986620,24678691,./NCT0128xxxx/NCT01282671.xml:,<PMID>24678691</PMID>,<allocation>Randomized</allocation>,True,PMC3986620.nxml
PMC5372903,28272299,./NCT0282xxxx/NCT02829138.xml:,<PMID>28272299</PMID>,<allocation>Randomized</allocation>,True,PMC5372903.nxml
PMC3987077,24415717,./NCT0334xxxx/NCT03345966.xml:,<PMID>24415717</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3987077.nxml
PMC3988592,24744966,./NCT0283xxxx/NCT02835625.xml:,<PMID>24744966</PMID>,<allocation>Randomized</allocation>,True,PMC3988592.nxml
PMC4296908,25624767,./NCT0283xxxx/NCT02835625.xml:,<PMID>25624767</PMID>,<allocation>Randomized</allocation>,True,PMC4296908.nxml
PMC4666282,25929946,./NCT0283xxxx/NCT02835625.xml:,<PMID>25929946</PMID>,<allocation>Randomized</allocation>,True,PMC4666282.nxml
PMC4188763,25302094,./NCT0305xxxx/NCT03054233.xml:,<PMID>25302094</PMID>,<allocation>Randomized</allocation>,True,PMC4188763.nxml
PMC4386161,25878618,./NCT0305xxxx/NCT03054233.xml:,<PMID>25878618</PMID>,<allocation>Randomized</allocation>,True,PMC4386161.nxml
PMC3990072,24719139,./NCT0072xxxx/NCT00729651.xml:,<PMID>24719139</PMID>,<allocation>Randomized</allocation>,True,PMC3990072.nxml
PMC3992189,24500615,./NCT0213xxxx/NCT02133716.xml:,<PMID>24500615</PMID>,<allocation>Randomized</allocation>,True,PMC3992189.nxml
PMC4173629,25886227,./NCT0278xxxx/NCT02787018.xml:,<PMID>25886227</PMID>,<allocation>Randomized</allocation>,True,PMC4173629.nxml
PMC4268534,25538527,./NCT0278xxxx/NCT02787018.xml:,<PMID>25538527</PMID>,<allocation>Randomized</allocation>,True,PMC4268534.nxml
PMC3994421,24655473,./NCT0212xxxx/NCT02124187.xml:,<PMID>24655473</PMID>,<allocation>Randomized</allocation>,True,PMC3994421.nxml
PMC3994656,24642247,./NCT0094xxxx/NCT00947856.xml:,<PMID>24642247</PMID>,<allocation>Non-Randomized</allocation>,False,PMC3994656.nxml
PMC3994935,24595632,./NCT0224xxxx/NCT02244814.xml:,<PMID>24595632</PMID>,<allocation>Randomized</allocation>,True,PMC3994935.nxml
PMC5820389,28401441,./NCT0192xxxx/NCT01926574.xml:,<PMID>28401441</PMID>,<allocation>Randomized</allocation>,True,PMC5820389.nxml
PMC5820391,28299536,./NCT0192xxxx/NCT01926574.xml:,<PMID>28299536</PMID>,<allocation>Randomized</allocation>,True,PMC5820391.nxml
PMC3996304,24804272,./NCT0202xxxx/NCT02020525.xml:,<PMID>24804272</PMID>,<allocation>Randomized</allocation>,True,PMC3996304.nxml
PMC3996334,24761192,./NCT0293xxxx/NCT02939482.xml:,<PMID>24761192</PMID>,<allocation>Randomized</allocation>,True,PMC3996334.nxml
PMC3998864,24790426,./NCT0281xxxx/NCT02817529.xml:,<PMID>24790426</PMID>,<allocation>Randomized</allocation>,True,PMC3998864.nxml
PMC4299801,25625006,./NCT0281xxxx/NCT02817529.xml:,<PMID>25625006</PMID>,<allocation>Randomized</allocation>,True,PMC4299801.nxml
PMC4887703,26903532,./NCT0339xxxx/NCT03392740.xml:,<PMID>26903532</PMID>,<allocation>Randomized</allocation>,True,PMC4887703.nxml
PMC5346598,28185035,./NCT0339xxxx/NCT03392740.xml:,<PMID>28185035</PMID>,<allocation>Randomized</allocation>,True,PMC5346598.nxml
PMC4000175,24790410,./NCT0270xxxx/NCT02701205.xml:,<PMID>24790410</PMID>,<allocation>Randomized</allocation>,True,PMC4000175.nxml
PMC4001268,24778508,./NCT0294xxxx/NCT02943759.xml:,<PMID>24778508</PMID>,<allocation>Randomized</allocation>,True,PMC4001268.nxml
PMC4745235,26929692,./NCT0294xxxx/NCT02943759.xml:,<PMID>26929692</PMID>,<allocation>Randomized</allocation>,True,PMC4745235.nxml
PMC4673100,26149841,./NCT0337xxxx/NCT03375047.xml:,<PMID>26149841</PMID>,<allocation>Randomized</allocation>,True,PMC4673100.nxml
PMC4005459,24712976,./NCT0063xxxx/NCT00635752.xml:,<PMID>24712976</PMID>,<allocation>Randomized</allocation>,True,PMC4005459.nxml
PMC4037845,23931093,./NCT0063xxxx/NCT00635752.xml:,<PMID>23931093</PMID>,<allocation>Randomized</allocation>,True,PMC4037845.nxml
PMC4005778,23930939,./NCT0192xxxx/NCT01920685.xml:,<PMID>23930939</PMID>,<allocation>Randomized</allocation>,True,PMC4005778.nxml
PMC4332945,25053650,./NCT0192xxxx/NCT01920685.xml:,<PMID>25053650</PMID>,<allocation>Randomized</allocation>,True,PMC4332945.nxml
PMC4429971,25770671,./NCT0192xxxx/NCT01920685.xml:,<PMID>25770671</PMID>,<allocation>Randomized</allocation>,True,PMC4429971.nxml
PMC4466180,25528759,./NCT0192xxxx/NCT01920685.xml:,<PMID>25528759</PMID>,<allocation>Randomized</allocation>,True,PMC4466180.nxml
PMC4005901,24767671,./NCT0146xxxx/NCT01463579.xml:,<PMID>24767671</PMID>,<allocation>Randomized</allocation>,True,PMC4005901.nxml
PMC4006773,24788068,./NCT0294xxxx/NCT02943915.xml:,<PMID>24788068</PMID>,<allocation>Randomized</allocation>,True,PMC4006773.nxml
PMC4008024,24843416,./NCT0031xxxx/NCT00318786.xml:,<PMID>24843416</PMID>,<allocation>Randomized</allocation>,True,PMC4008024.nxml
PMC4008693,24376252,./NCT0158xxxx/NCT01584596.xml:,<PMID>24376252</PMID>,<allocation>Randomized</allocation>,True,PMC4008693.nxml
PMC4009305,24834352,./NCT0298xxxx/NCT02984865.xml:,<PMID>24834352</PMID>,<allocation>Randomized</allocation>,True,PMC4009305.nxml
PMC4454168,26039709,./NCT0298xxxx/NCT02984865.xml:,<PMID>26039709</PMID>,<allocation>Randomized</allocation>,True,PMC4454168.nxml
PMC4009593,24800194,./NCT0274xxxx/NCT02741453.xml:,<PMID>24800194</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4009593.nxml
PMC4010629,24851037,./NCT0057xxxx/NCT00571129.xml:,<PMID>24851037</PMID>,<allocation>Randomized</allocation>,True,PMC4010629.nxml
PMC4010969,23924756,./NCT0071xxxx/NCT00711477.xml:,<PMID>23924756</PMID>,<allocation>Randomized</allocation>,True,PMC4010969.nxml
PMC4011767,24735707,./NCT0111xxxx/NCT01116726.xml:,<PMID>24735707</PMID>,<allocation>Randomized</allocation>,True,PMC4011767.nxml
PMC4348578,25789173,./NCT0270xxxx/NCT02700282.xml:,<PMID>25789173</PMID>,<allocation>Randomized</allocation>,True,PMC4348578.nxml
PMC4011895,24892029,./NCT0272xxxx/NCT02725281.xml:,<PMID>24892029</PMID>,<allocation>Randomized</allocation>,True,PMC4011895.nxml
PMC4012566,24703531,./NCT0294xxxx/NCT02942706.xml:,<PMID>24703531</PMID>,<allocation>Randomized</allocation>,True,PMC4012566.nxml
PMC4087185,25009772,./NCT0324xxxx/NCT03244475.xml:,<PMID>25009772</PMID>,<allocation>Randomized</allocation>,True,PMC4087185.nxml
PMC4553922,26328060,./NCT0324xxxx/NCT03244475.xml:,<PMID>26328060</PMID>,<allocation>Randomized</allocation>,True,PMC4553922.nxml
PMC4895999,27267967,./NCT0339xxxx/NCT03392025.xml:,<PMID>27267967</PMID>,<allocation>Randomized</allocation>,True,PMC4895999.nxml
PMC4013406,21801604,./NCT0054xxxx/NCT00549900.xml:,<PMID>21801604</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4013406.nxml
PMC4013407,21801605,./NCT0211xxxx/NCT02116231.xml:,<PMID>21801605</PMID>,<allocation>Randomized</allocation>,True,PMC4013407.nxml
PMC4014361,24833926,./NCT0278xxxx/NCT02782247.xml:,<PMID>24833926</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4014361.nxml
PMC4381129,25834616,./NCT0349xxxx/NCT03494400.xml:,<PMID>25834616</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4381129.nxml
PMC4467257,26068412,./NCT0349xxxx/NCT03494400.xml:,<PMID>26068412</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4467257.nxml
PMC5237258,28086943,./NCT0349xxxx/NCT03494400.xml:,<PMID>28086943</PMID>,<allocation>Non-Randomized</allocation>,False,PMC5237258.nxml
PMC4014904,24843529,./NCT0057xxxx/NCT00577824.xml:,<PMID>24843529</PMID>,<allocation>Randomized</allocation>,True,PMC4014904.nxml
PMC4014921,24843486,./NCT0057xxxx/NCT00577824.xml:,<PMID>24843486</PMID>,<allocation>Randomized</allocation>,True,PMC4014921.nxml
PMC4015428,24843614,./NCT0231xxxx/NCT02312063.xml:,<PMID>24843614</PMID>,<allocation>Randomized</allocation>,True,PMC4015428.nxml
PMC4019247,24843607,./NCT0231xxxx/NCT02312063.xml:,<PMID>24843607</PMID>,<allocation>Randomized</allocation>,True,PMC4019247.nxml
PMC4016275,24816691,./NCT0195xxxx/NCT01955083.xml:,<PMID>24816691</PMID>,<allocation>Randomized</allocation>,True,PMC4016275.nxml
PMC4016591,24119686,./NCT0128xxxx/NCT01281384.xml:,<PMID>24119686</PMID>,<allocation>Randomized</allocation>,True,PMC4016591.nxml
PMC4016655,24817999,./NCT0309xxxx/NCT03095976.xml:,<PMID>24817999</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4016655.nxml
PMC4228928,23902526,./NCT0309xxxx/NCT03095976.xml:,<PMID>23902526</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4228928.nxml
PMC4591560,26428467,./NCT0335xxxx/NCT03356886.xml:,<PMID>26428467</PMID>,<allocation>Randomized</allocation>,True,PMC4591560.nxml
PMC4018950,24477298,./NCT0261xxxx/NCT02614729.xml:,<PMID>24477298</PMID>,<allocation>Randomized</allocation>,True,PMC4018950.nxml
PMC4019260,24843595,./NCT0039xxxx/NCT00393718.xml:,<PMID>24843595</PMID>,<allocation>Randomized</allocation>,True,PMC4019260.nxml
PMC4019289,24843632,./NCT0084xxxx/NCT00841087.xml:,<PMID>24843632</PMID>,<allocation>Randomized</allocation>,True,PMC4019289.nxml
PMC4019307,24843518,./NCT0037xxxx/NCT00372060.xml:,<PMID>24843518</PMID>,<allocation>Randomized</allocation>,True,PMC4019307.nxml
PMC4019628,24855336,./NCT0091xxxx/NCT00913029.xml:,<PMID>24855336</PMID>,<allocation>Randomized</allocation>,True,PMC4019628.nxml
PMC4019645,24824050,./NCT0309xxxx/NCT03090802.xml:,<PMID>24824050</PMID>,<allocation>Randomized</allocation>,True,PMC4019645.nxml
PMC4019773,24780934,./NCT0339xxxx/NCT03394638.xml:,<PMID>24780934</PMID>,<allocation>Randomized</allocation>,True,PMC4019773.nxml
PMC4020236,24843686,./NCT0249xxxx/NCT02499822.xml:,<PMID>24843686</PMID>,<allocation>Randomized</allocation>,True,PMC4020236.nxml
PMC4020255,24843714,./NCT0083xxxx/NCT00837577.xml:,<PMID>24843714</PMID>,<allocation>Randomized</allocation>,True,PMC4020255.nxml
PMC4020723,24843434,./NCT0253xxxx/NCT02533687.xml:,<PMID>24843434</PMID>,<allocation>Randomized</allocation>,True,PMC4020723.nxml
PMC4021756,24099414,./NCT0143xxxx/NCT01433094.xml:,<PMID>24099414</PMID>,"  the Italian National Health System, will be enrolled, with allocation 1:1. The sample will be",False,PMC4021756.nxml
PMC4024676,24843332,./NCT0307xxxx/NCT03079713.xml:,<PMID>24843332</PMID>,<allocation>Randomized</allocation>,True,PMC4024676.nxml
PMC4407630,25949822,./NCT0307xxxx/NCT03079713.xml:,<PMID>25949822</PMID>,<allocation>Randomized</allocation>,True,PMC4407630.nxml
PMC4878213,27274349,./NCT0307xxxx/NCT03079713.xml:,<PMID>27274349</PMID>,<allocation>Randomized</allocation>,True,PMC4878213.nxml
PMC4025621,24335587,./NCT0349xxxx/NCT03498365.xml:,<PMID>24335587</PMID>,<allocation>Randomized</allocation>,True,PMC4025621.nxml
PMC5060847,23910715,./NCT0349xxxx/NCT03498365.xml:,<PMID>23910715</PMID>,<allocation>Randomized</allocation>,True,PMC5060847.nxml
PMC4396554,25918644,./NCT0288xxxx/NCT02881684.xml:,<PMID>25918644</PMID>,<allocation>Randomized</allocation>,True,PMC4396554.nxml
PMC4413803,25425653,./NCT0307xxxx/NCT03078335.xml:,<PMID>25425653</PMID>,<allocation>Randomized</allocation>,True,PMC4413803.nxml
PMC4163072,24995863,./NCT0305xxxx/NCT03056378.xml:,<PMID>24995863</PMID>,<allocation>Randomized</allocation>,True,PMC4163072.nxml
PMC4026563,24872685,./NCT0254xxxx/NCT02546297.xml:,<PMID>24872685</PMID>,<allocation>Randomized</allocation>,True,PMC4026563.nxml
PMC4026993,24847380,./NCT0312xxxx/NCT03123770.xml:,<PMID>24847380</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4026993.nxml
PMC4027887,24868194,./NCT0170xxxx/NCT01706744.xml:,<PMID>24868194</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4027887.nxml
PMC4767709,26914356,./NCT0323xxxx/NCT03239938.xml:,<PMID>26914356</PMID>,<allocation>Randomized</allocation>,True,PMC4767709.nxml
PMC4028761,24910788,./NCT0270xxxx/NCT02708420.xml:,<PMID>24910788</PMID>,<allocation>Randomized</allocation>,True,PMC4028761.nxml
PMC4163221,25225515,./NCT0270xxxx/NCT02708420.xml:,<PMID>25225515</PMID>,<allocation>Randomized</allocation>,True,PMC4163221.nxml
PMC4253794,25478537,./NCT0270xxxx/NCT02708420.xml:,<PMID>25478537</PMID>,<allocation>Randomized</allocation>,True,PMC4253794.nxml
PMC4389105,25866708,./NCT0270xxxx/NCT02708420.xml:,<PMID>25866708</PMID>,<allocation>Randomized</allocation>,True,PMC4389105.nxml
PMC4029071,24583294,./NCT0171xxxx/NCT01717573.xml:,<PMID>24583294</PMID>,<allocation>Randomized</allocation>,True,PMC4029071.nxml
PMC4030107,24458353,./NCT0098xxxx/NCT00989534.xml:,<PMID>24458353</PMID>,<allocation>Randomized</allocation>,True,PMC4030107.nxml
PMC4193429,25101490,./NCT0111xxxx/NCT01116739.xml:,<PMID>25101490</PMID>,<allocation>Randomized</allocation>,True,PMC4193429.nxml
PMC4031323,24860618,./NCT0240xxxx/NCT02406755.xml:,<PMID>24860618</PMID>,<allocation>Randomized</allocation>,True,PMC4031323.nxml
PMC4032301,23949325,./NCT0256xxxx/NCT02565290.xml:,<PMID>23949325</PMID>,<allocation>Randomized</allocation>,True,PMC4032301.nxml
PMC4033786,24497125,./NCT0320xxxx/NCT03203928.xml:,<PMID>24497125</PMID>,<allocation>Randomized</allocation>,True,PMC4033786.nxml
PMC4417510,25925226,./NCT0153xxxx/NCT01538615.xml:,<PMID>25925226</PMID>,<allocation>Randomized</allocation>,True,PMC4417510.nxml
PMC4678662,26667110,./NCT0153xxxx/NCT01538615.xml:,<PMID>26667110</PMID>,<allocation>Randomized</allocation>,True,PMC4678662.nxml
PMC5268793,28103183,./NCT0153xxxx/NCT01538615.xml:,<PMID>28103183</PMID>,<allocation>Randomized</allocation>,True,PMC5268793.nxml
PMC4035904,24884343,./NCT0301xxxx/NCT03013452.xml:,<PMID>24884343</PMID>,<allocation>Randomized</allocation>,True,PMC4035904.nxml
PMC4036105,24872875,./NCT0194xxxx/NCT01943435.xml:,<PMID>24872875</PMID>,<allocation>Randomized</allocation>,True,PMC4036105.nxml
PMC4503868,25449552,./NCT0256xxxx/NCT02561286.xml:,<PMID>25449552</PMID>,  used to randomly assign participants to the intervention arms using concealment of allocation,False,PMC4503868.nxml
PMC4037825,24786603,./NCT0088xxxx/NCT00884416.xml:,<PMID>24786603</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4037825.nxml
PMC4038488,24874401,./NCT0012xxxx/NCT00128193.xml:,<PMID>24874401</PMID>,<allocation>Randomized</allocation>,True,PMC4038488.nxml
PMC4089629,25018920,./NCT0347xxxx/NCT03476460.xml:,<PMID>25018920</PMID>,<allocation>Randomized</allocation>,True,PMC4089629.nxml
PMC4689175,26645257,./NCT0313xxxx/NCT03131960.xml:,<PMID>26645257</PMID>,<allocation>Randomized</allocation>,True,PMC4689175.nxml
PMC4190886,23777602,./NCT0228xxxx/NCT02280967.xml:,<PMID>23777602</PMID>,<allocation>Randomized</allocation>,True,PMC4190886.nxml
PMC4383348,24460679,./NCT0228xxxx/NCT02280967.xml:,<PMID>24460679</PMID>,<allocation>Randomized</allocation>,True,PMC4383348.nxml
PMC4491400,26185522,./NCT0291xxxx/NCT02913963.xml:,<PMID>26185522</PMID>,<allocation>Randomized</allocation>,True,PMC4491400.nxml
PMC4040928,24894638,./NCT0315xxxx/NCT03150472.xml:,<PMID>24894638</PMID>,  coordinator will be un-blinded to the patient allocation. All efforts and measures would be,False,PMC4040928.nxml
PMC4041840,24887106,./NCT0278xxxx/NCT02780908.xml:,<PMID>24887106</PMID>,<allocation>Randomized</allocation>,True,PMC4041840.nxml
PMC5288423,27995519,./NCT0161xxxx/NCT01616927.xml:,<PMID>27995519</PMID>,<allocation>Randomized</allocation>,True,PMC5288423.nxml
PMC4043805,24920920,./NCT0272xxxx/NCT02725918.xml:,<PMID>24920920</PMID>,<allocation>Randomized</allocation>,True,PMC4043805.nxml
PMC4276572,25371077,./NCT0272xxxx/NCT02725918.xml:,<PMID>25371077</PMID>,<allocation>Randomized</allocation>,True,PMC4276572.nxml
PMC4045256,24920940,./NCT0306xxxx/NCT03064126.xml:,<PMID>24920940</PMID>,<allocation>Randomized</allocation>,True,PMC4045256.nxml
PMC4045341,24458261,./NCT0055xxxx/NCT00555724.xml:,<PMID>24458261</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4045341.nxml
PMC4045994,24885673,./NCT0175xxxx/NCT01750255.xml:,<PMID>24885673</PMID>,<allocation>Randomized</allocation>,True,PMC4045994.nxml
PMC4047480,24599413,./NCT0308xxxx/NCT03083314.xml:,<PMID>24599413</PMID>,<allocation>Randomized</allocation>,True,PMC4047480.nxml
PMC4050936,24963184,./NCT0224xxxx/NCT02242513.xml:,<PMID>24963184</PMID>,<allocation>Randomized</allocation>,True,PMC4050936.nxml
PMC4052428,23999198,./NCT0097xxxx/NCT00978393.xml:,<PMID>23999198</PMID>,<allocation>Randomized</allocation>,True,PMC4052428.nxml
PMC4053879,24814944,./NCT0346xxxx/NCT03463837.xml:,<PMID>24814944</PMID>,<allocation>Randomized</allocation>,True,PMC4053879.nxml
PMC4053910,24852599,./NCT0240xxxx/NCT02408107.xml:,<PMID>24852599</PMID>,<allocation>Randomized</allocation>,True,PMC4053910.nxml
PMC4054619,24963497,./NCT0215xxxx/NCT02159820.xml:,<PMID>24963497</PMID>,<allocation>Randomized</allocation>,True,PMC4054619.nxml
PMC4055092,24759263,./NCT0334xxxx/NCT03343782.xml:,<PMID>24759263</PMID>,<allocation>Randomized</allocation>,True,PMC4055092.nxml
PMC4055632,24922509,./NCT0230xxxx/NCT02302287.xml:,<PMID>24922509</PMID>,<allocation>Randomized</allocation>,True,PMC4055632.nxml
PMC4056079,23327199,./NCT0286xxxx/NCT02867267.xml:,<PMID>23327199</PMID>,<allocation>Randomized</allocation>,True,PMC4056079.nxml
PMC4056104,23786797,./NCT0204xxxx/NCT02048566.xml:,<PMID>23786797</PMID>,<allocation>Randomized</allocation>,True,PMC4056104.nxml
PMC4056360,24025234,./NCT0317xxxx/NCT03176329.xml:,<PMID>24025234</PMID>,<allocation>Randomized</allocation>,True,PMC4056360.nxml
PMC4056427,24125064,./NCT0283xxxx/NCT02837055.xml:,<PMID>24125064</PMID>,<allocation>Randomized</allocation>,True,PMC4056427.nxml
PMC4616410,26020389,./NCT0283xxxx/NCT02837055.xml:,<PMID>26020389</PMID>,<allocation>Randomized</allocation>,True,PMC4616410.nxml
PMC4056438,24079640,./NCT0321xxxx/NCT03213782.xml:,<PMID>24079640</PMID>,<allocation>Randomized</allocation>,True,PMC4056438.nxml
PMC4056805,23394215,./NCT0275xxxx/NCT02752802.xml:,<PMID>23394215</PMID>,<allocation>Randomized</allocation>,True,PMC4056805.nxml
PMC4057030,24010849,./NCT0297xxxx/NCT02978430.xml:,<PMID>24010849</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4057030.nxml
PMC4372998,25888403,./NCT0297xxxx/NCT02978430.xml:,<PMID>25888403</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4372998.nxml
PMC4550653,26162676,./NCT0328xxxx/NCT03288051.xml:,<PMID>26162676</PMID>,<allocation>Randomized</allocation>,True,PMC4550653.nxml
PMC4057316,24589043,./NCT0118xxxx/NCT01187134.xml:,<PMID>24589043</PMID>,<allocation>Randomized</allocation>,True,PMC4057316.nxml
PMC4057340,24060427,./NCT0332xxxx/NCT03327688.xml:,<PMID>24060427</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4057340.nxml
PMC5292298,28168226,./NCT0332xxxx/NCT03327688.xml:,<PMID>28168226</PMID>,<allocation>Non-Randomized</allocation>,False,PMC5292298.nxml
PMC4057501,24321315,./NCT0251xxxx/NCT02515617.xml:,<PMID>24321315</PMID>,<allocation>Randomized</allocation>,True,PMC4057501.nxml
PMC4057552,24885069,./NCT0207xxxx/NCT02076958.xml:,<PMID>24885069</PMID>,<allocation>Randomized</allocation>,True,PMC4057552.nxml
PMC4057588,24932181,./NCT0083xxxx/NCT00832455.xml:,<PMID>24932181</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4057588.nxml
PMC4058542,24944988,./NCT0291xxxx/NCT02919553.xml:,<PMID>24944988</PMID>,<allocation>Randomized</allocation>,True,PMC4058542.nxml
PMC4058836,24982673,./NCT0271xxxx/NCT02718794.xml:,<PMID>24982673</PMID>,<allocation>Randomized</allocation>,True,PMC4058836.nxml
PMC4218926,25392805,./NCT0271xxxx/NCT02718794.xml:,<PMID>25392805</PMID>,<allocation>Randomized</allocation>,True,PMC4218926.nxml
PMC4061585,24948862,./NCT0347xxxx/NCT03474146.xml:,<PMID>24948862</PMID>,<allocation>Randomized</allocation>,True,PMC4061585.nxml
PMC4065302,24888255,./NCT0159xxxx/NCT01590836.xml:,<PMID>24888255</PMID>,<allocation>Non-Randomized</allocation>,False,PMC4065302.nxml
PMC4065313,24890413,./NCT0241xxxx/NCT02410915.xml:,<PMID>24890413</PMID>,<allocation>Randomized</allocation>,True,PMC4065313.nxml
PMC4373251,25859191,./NCT0254xxxx/NCT02545088.xml:,<PMID>25859191</PMID>,<allocation>Randomized</allocation>,True,PMC4373251.nxml
PMC4065377,24566744,./NCT0259xxxx/NCT02598414.xml:,<PMID>24566744</PMID>,<allocation>Randomized</allocation>,True,PMC4065377.nxml
PMC4066342,24584549,./NCT0160xxxx/NCT01600703.xml:,<PMID>24584549</PMID>,<allocation>Randomized</allocation>,True,PMC4066342.nxml
PMC4067392,24963111,./NCT0228xxxx/NCT02285985.xml:,<PMID>24963111</PMID>,<allocation>Randomized</allocation>,True,PMC4067392.nxml
PMC4067393,24804697,./NCT0159xxxx/NCT01591681.xml:,<PMID>24804697</PMID>,<allocation>Randomized</allocation>,True,PMC4067393.nxml
PMC4067397,24929429,./NCT0171xxxx/NCT01714505.xml:,<PMID>24929429</PMID>,<allocation>Randomized</allocation>,True,PMC4067397.nxml
PMC4068380,24925006,./NCT0159xxxx/NCT01594827.xml:,<PMID>24925006</PMID>,<allocation>Randomized</allocation>,True,PMC4068380.nxml
PMC4950741,27435723,./NCT0203xxxx/NCT02039856.xml:,<PMID>27435723</PMID>,<allocation>Randomized</allocation>,True,PMC4950741.nxml
PMC4773712,26874511,./NCT0335xxxx/NCT03357653.xml:,<PMID>26874511</PMID>,<allocation>Randomized</allocation>,True,PMC4773712.nxml
PMC4072596,24968000,./NCT0030xxxx/NCT00300768.xml:,<PMID>24968000</PMID>,<allocation>Randomized</allocation>,True,PMC4072596.nxml
PMC4155289,25197112,./NCT0264xxxx/NCT02643979.xml:,<PMID>25197112</PMID>,<allocation>Randomized</allocation>,True,PMC4155289.nxml
PMC4073974,25018624,./NCT0223xxxx/NCT02239757.xml:,<PMID>25018624</PMID>,<allocation>Randomized</allocation>,True,PMC4073974.nxml
PMC4074463,24842558,./NCT0161xxxx/NCT01617655.xml:,<PMID>24842558</PMID>,<allocation>Randomized</allocation>,True,PMC4074463.nxml
PMC5055560,27618825,./NCT0161xxxx/NCT01617655.xml:,<PMID>27618825</PMID>,<allocation>Randomized</allocation>,True,PMC5055560.nxml
PMC4644253,26330422,./NCT0162xxxx/NCT01623115.xml:,<PMID>26330422</PMID>,<allocation>Randomized</allocation>,True,PMC4644253.nxml
