PMCID,RCT,PMCFILE
PMC3404919,True,PMC3404919.nxml
PMC3404995,True,PMC3404995.nxml
PMC3446533,True,PMC3446533.nxml
PMC4692286,True,PMC4692286.nxml
PMC3406278,True,PMC3406278.nxml
PMC3407088,False,PMC3407088.nxml
PMC3407218,True,PMC3407218.nxml
PMC3459906,True,PMC3459906.nxml
PMC3978755,True,PMC3978755.nxml
PMC3407454,True,PMC3407454.nxml
PMC3407558,True,PMC3407558.nxml
PMC4303165,True,PMC4303165.nxml
PMC4338495,True,PMC4338495.nxml
PMC3407605,True,PMC3407605.nxml
PMC3407649,True,PMC3407649.nxml
PMC3407993,True,PMC3407993.nxml
PMC3408342,True,PMC3408342.nxml
PMC4650955,True,PMC4650955.nxml
PMC3636802,True,PMC3636802.nxml
PMC3409144,False,PMC3409144.nxml
PMC3409545,True,PMC3409545.nxml
PMC3457720,True,PMC3457720.nxml
PMC3768222,True,PMC3768222.nxml
PMC3409941,True,PMC3409941.nxml
PMC3895323,True,PMC3895323.nxml
PMC3411470,True,PMC3411470.nxml
PMC3411526,True,PMC3411526.nxml
PMC3412049,False,PMC3412049.nxml
PMC4302430,True,PMC4302430.nxml
PMC3413817,False,PMC3413817.nxml
PMC3413822,False,PMC3413822.nxml
PMC3465532,False,PMC3465532.nxml
PMC3414557,True,PMC3414557.nxml
PMC3414741,False,PMC3414741.nxml
PMC4265888,False,PMC4265888.nxml
PMC3414762,False,PMC3414762.nxml
PMC3415265,True,PMC3415265.nxml
PMC3437283,True,PMC3437283.nxml
PMC3417547,True,PMC3417547.nxml
PMC3828805,True,PMC3828805.nxml
PMC4250562,True,PMC4250562.nxml
PMC3417943,True,PMC3417943.nxml
PMC3417963,True,PMC3417963.nxml
PMC3417974,True,PMC3417974.nxml
PMC3430038,True,PMC3430038.nxml
PMC3757805,True,PMC3757805.nxml
PMC3854253,True,PMC3854253.nxml
PMC4411832,True,PMC4411832.nxml
PMC3471828,True,PMC3471828.nxml
PMC3418149,True,PMC3418149.nxml
PMC3432009,True,PMC3432009.nxml
PMC3488523,True,PMC3488523.nxml
PMC3492203,True,PMC3492203.nxml
PMC3418337,True,PMC3418337.nxml
PMC3419967,False,PMC3419967.nxml
PMC3422154,True,PMC3422154.nxml
PMC3422306,True,PMC3422306.nxml
PMC3422316,True,PMC3422316.nxml
PMC3574749,True,PMC3574749.nxml
PMC4559093,False,PMC4559093.nxml
PMC3423366,True,PMC3423366.nxml
PMC3879307,True,PMC3879307.nxml
PMC4669141,True,PMC4669141.nxml
PMC4794132,True,PMC4794132.nxml
PMC4883789,True,PMC4883789.nxml
PMC5443252,True,PMC5443252.nxml
PMC5515014,True,PMC5515014.nxml
PMC4967675,True,PMC4967675.nxml
PMC3423929,True,PMC3423929.nxml
PMC3425406,True,PMC3425406.nxml
PMC3596054,True,PMC3596054.nxml
PMC3632590,True,PMC3632590.nxml
PMC4273446,True,PMC4273446.nxml
PMC3425976,False,PMC3425976.nxml
PMC3426078,True,PMC3426078.nxml
PMC3426081,True,PMC3426081.nxml
PMC3426082,True,PMC3426082.nxml
PMC3427199,True,PMC3427199.nxml
PMC4621948,True,PMC4621948.nxml
PMC3428522,True,PMC3428522.nxml
PMC3490886,True,PMC3490886.nxml
PMC3429077,True,PMC3429077.nxml
PMC3430875,True,PMC3430875.nxml
PMC3431221,True,PMC3431221.nxml
PMC3432121,True,PMC3432121.nxml
PMC3432777,True,PMC3432777.nxml
PMC3433111,True,PMC3433111.nxml
PMC3434082,True,PMC3434082.nxml
PMC3434192,True,PMC3434192.nxml
PMC3435331,True,PMC3435331.nxml
PMC4327973,True,PMC4327973.nxml
PMC3435873,True,PMC3435873.nxml
PMC3436501,True,PMC3436501.nxml
PMC3746135,True,PMC3746135.nxml
PMC3773998,True,PMC3773998.nxml
PMC3438402,True,PMC3438402.nxml
PMC3439382,True,PMC3439382.nxml
PMC3439396,True,PMC3439396.nxml
PMC3439979,True,PMC3439979.nxml
PMC3440850,True,PMC3440850.nxml
PMC3933814,True,PMC3933814.nxml
PMC3955969,True,PMC3955969.nxml
PMC4255679,True,PMC4255679.nxml
PMC4439864,True,PMC4439864.nxml
PMC3443440,True,PMC3443440.nxml
PMC3563589,False,PMC3563589.nxml
PMC3560144,True,PMC3560144.nxml
PMC4180947,True,PMC4180947.nxml
PMC3446162,False,PMC3446162.nxml
PMC3446163,True,PMC3446163.nxml
PMC3446170,False,PMC3446170.nxml
PMC3447831,True,PMC3447831.nxml
PMC3862070,True,PMC3862070.nxml
PMC3655650,True,PMC3655650.nxml
PMC4384959,True,PMC4384959.nxml
PMC3456920,False,PMC3456920.nxml
PMC3457660,True,PMC3457660.nxml
PMC3458298,True,PMC3458298.nxml
PMC3459083,True,PMC3459083.nxml
PMC3459507,True,PMC3459507.nxml
PMC3459519,True,PMC3459519.nxml
PMC3784056,True,PMC3784056.nxml
PMC4716108,True,PMC4716108.nxml
PMC4964682,True,PMC4964682.nxml
PMC4203839,True,PMC4203839.nxml
PMC3533099,True,PMC3533099.nxml
PMC3461641,True,PMC3461641.nxml
PMC3549245,True,PMC3549245.nxml
PMC4174121,True,PMC4174121.nxml
PMC3461967,True,PMC3461967.nxml
PMC3662783,True,PMC3662783.nxml
PMC3463166,True,PMC3463166.nxml
PMC3463510,False,PMC3463510.nxml
PMC3864387,False,PMC3864387.nxml
PMC3884728,False,PMC3884728.nxml
PMC3966372,False,PMC3966372.nxml
PMC4117530,False,PMC4117530.nxml
PMC4281785,False,PMC4281785.nxml
PMC4324219,False,PMC4324219.nxml
PMC4407762,False,PMC4407762.nxml
PMC4441057,False,PMC4441057.nxml
PMC4503809,False,PMC4503809.nxml
PMC4527410,False,PMC4527410.nxml
PMC3463856,True,PMC3463856.nxml
PMC3463879,True,PMC3463879.nxml
PMC3464684,True,PMC3464684.nxml
PMC3464793,True,PMC3464793.nxml
PMC3465191,True,PMC3465191.nxml
PMC3655935,True,PMC3655935.nxml
PMC3676352,True,PMC3676352.nxml
PMC3792972,True,PMC3792972.nxml
PMC3846735,True,PMC3846735.nxml
PMC3883662,True,PMC3883662.nxml
PMC3988001,True,PMC3988001.nxml
PMC3466239,True,PMC3466239.nxml
PMC3466411,True,PMC3466411.nxml
PMC4117063,False,PMC4117063.nxml
PMC4585501,False,PMC4585501.nxml
PMC4585531,False,PMC4585531.nxml
PMC4949561,False,PMC4949561.nxml
PMC3467281,True,PMC3467281.nxml
PMC4556975,True,PMC4556975.nxml
PMC4773585,True,PMC4773585.nxml
PMC3467285,True,PMC3467285.nxml
PMC3467593,True,PMC3467593.nxml
PMC3468602,True,PMC3468602.nxml
PMC4546658,True,PMC4546658.nxml
PMC4661624,True,PMC4661624.nxml
PMC3469214,True,PMC3469214.nxml
PMC3469359,True,PMC3469359.nxml
PMC3469751,False,PMC3469751.nxml
PMC3469864,True,PMC3469864.nxml
PMC3469912,True,PMC3469912.nxml
PMC4155283,True,PMC4155283.nxml
PMC4389108,False,PMC4389108.nxml
PMC4769990,True,PMC4769990.nxml
PMC3471565,True,PMC3471565.nxml
PMC3593207,True,PMC3593207.nxml
PMC4971661,True,PMC4971661.nxml
PMC3474155,True,PMC3474155.nxml
PMC3474159,True,PMC3474159.nxml
PMC3796866,True,PMC3796866.nxml
PMC4458611,True,PMC4458611.nxml
PMC3474767,True,PMC3474767.nxml
PMC3474825,False,PMC3474825.nxml
PMC4359149,False,PMC4359149.nxml
PMC4552299,False,PMC4552299.nxml
PMC3475065,True,PMC3475065.nxml
PMC3475455,True,PMC3475455.nxml
PMC4244929,True,PMC4244929.nxml
PMC3475593,True,PMC3475593.nxml
PMC3476091,True,PMC3476091.nxml
PMC3476426,True,PMC3476426.nxml
PMC3897590,True,PMC3897590.nxml
PMC3476884,True,PMC3476884.nxml
PMC3476910,True,PMC3476910.nxml
PMC5248618,True,PMC5248618.nxml
PMC3891810,True,PMC3891810.nxml
PMC3944113,True,PMC3944113.nxml
PMC4569586,True,PMC4569586.nxml
PMC4613580,False,PMC4613580.nxml
PMC3710481,True,PMC3710481.nxml
PMC3850944,True,PMC3850944.nxml
PMC3896794,True,PMC3896794.nxml
PMC3479010,False,PMC3479010.nxml
PMC3479252,False,PMC3479252.nxml
PMC3480705,True,PMC3480705.nxml
PMC3558408,True,PMC3558408.nxml
PMC4713062,True,PMC4713062.nxml
PMC4909206,True,PMC4909206.nxml
PMC5253459,True,PMC5253459.nxml
PMC3747134,False,PMC3747134.nxml
PMC3482148,False,PMC3482148.nxml
PMC3891295,False,PMC3891295.nxml
PMC4844257,False,PMC4844257.nxml
PMC4876881,False,PMC4876881.nxml
PMC4876911,False,PMC4876911.nxml
PMC5147617,False,PMC5147617.nxml
PMC5647675,False,PMC5647675.nxml
PMC4910039,True,PMC4910039.nxml
PMC3764947,False,PMC3764947.nxml
PMC3482740,True,PMC3482740.nxml
PMC3659866,True,PMC3659866.nxml
PMC3483008,True,PMC3483008.nxml
PMC3896824,True,PMC3896824.nxml
PMC4243714,True,PMC4243714.nxml
PMC3967125,True,PMC3967125.nxml
PMC3483689,True,PMC3483689.nxml
PMC5115715,True,PMC5115715.nxml
PMC5487088,True,PMC5487088.nxml
PMC3484310,True,PMC3484310.nxml
PMC3484716,False,PMC3484716.nxml
PMC3957019,True,PMC3957019.nxml
PMC3487782,True,PMC3487782.nxml
PMC4934967,True,PMC4934967.nxml
PMC3488338,False,PMC3488338.nxml
PMC4930460,False,PMC4930460.nxml
PMC4565585,True,PMC4565585.nxml
PMC3488983,False,PMC3488983.nxml
PMC3489108,True,PMC3489108.nxml
PMC3489574,True,PMC3489574.nxml
PMC3489837,True,PMC3489837.nxml
PMC3490442,True,PMC3490442.nxml
PMC3778370,True,PMC3778370.nxml
PMC3490683,True,PMC3490683.nxml
PMC3491434,True,PMC3491434.nxml
PMC3747877,True,PMC3747877.nxml
PMC3894433,False,PMC3894433.nxml
PMC3928438,True,PMC3928438.nxml
PMC3976557,True,PMC3976557.nxml
PMC4325945,True,PMC4325945.nxml
PMC4506044,True,PMC4506044.nxml
PMC4722239,True,PMC4722239.nxml
PMC4619392,True,PMC4619392.nxml
PMC4735263,True,PMC4735263.nxml
PMC3494382,True,PMC3494382.nxml
PMC3494445,False,PMC3494445.nxml
PMC3849994,True,PMC3849994.nxml
PMC4484666,True,PMC4484666.nxml
PMC3525980,True,PMC3525980.nxml
PMC3546849,True,PMC3546849.nxml
PMC3495722,True,PMC3495722.nxml
PMC3495723,True,PMC3495723.nxml
PMC3495724,True,PMC3495724.nxml
PMC3495762,True,PMC3495762.nxml
PMC3496194,True,PMC3496194.nxml
PMC3496328,False,PMC3496328.nxml
PMC3496528,True,PMC3496528.nxml
PMC3496540,False,PMC3496540.nxml
PMC4879650,False,PMC4879650.nxml
PMC3496732,True,PMC3496732.nxml
PMC4095728,True,PMC4095728.nxml
PMC3496741,True,PMC3496741.nxml
PMC3498658,True,PMC3498658.nxml
PMC3713663,True,PMC3713663.nxml
PMC3498660,False,PMC3498660.nxml
PMC4024669,False,PMC4024669.nxml
PMC4677765,False,PMC4677765.nxml
PMC3501442,True,PMC3501442.nxml
PMC3502444,True,PMC3502444.nxml
PMC3502525,True,PMC3502525.nxml
PMC3503302,True,PMC3503302.nxml
PMC3503308,True,PMC3503308.nxml
PMC3503322,True,PMC3503322.nxml
PMC3937111,True,PMC3937111.nxml
PMC3503684,True,PMC3503684.nxml
PMC3503767,True,PMC3503767.nxml
PMC3503944,True,PMC3503944.nxml
PMC3504145,True,PMC3504145.nxml
PMC3558278,True,PMC3558278.nxml
PMC3783013,True,PMC3783013.nxml
PMC4102991,True,PMC4102991.nxml
PMC4103944,True,PMC4103944.nxml
PMC3507553,False,PMC3507553.nxml
PMC3627448,False,PMC3627448.nxml
PMC3509134,False,PMC3509134.nxml
PMC5029770,False,PMC5029770.nxml
PMC3509137,True,PMC3509137.nxml
PMC3509239,True,PMC3509239.nxml
PMC4227974,True,PMC4227974.nxml
PMC4174282,True,PMC4174282.nxml
PMC3512055,True,PMC3512055.nxml
PMC3990423,True,PMC3990423.nxml
PMC4186208,True,PMC4186208.nxml
PMC3512323,True,PMC3512323.nxml
PMC3512328,True,PMC3512328.nxml
PMC3512349,True,PMC3512349.nxml
PMC3513841,True,PMC3513841.nxml
PMC3514106,True,PMC3514106.nxml
PMC4111631,True,PMC4111631.nxml
PMC3515614,True,PMC3515614.nxml
PMC3516945,True,PMC3516945.nxml
PMC3517511,True,PMC3517511.nxml
PMC4956808,False,PMC4956808.nxml
PMC3518271,True,PMC3518271.nxml
PMC3518496,False,PMC3518496.nxml
PMC3518960,True,PMC3518960.nxml
PMC3841351,True,PMC3841351.nxml
PMC3519847,True,PMC3519847.nxml
PMC3520148,True,PMC3520148.nxml
PMC3520152,True,PMC3520152.nxml
PMC3520634,True,PMC3520634.nxml
PMC3520813,True,PMC3520813.nxml
PMC3531480,True,PMC3531480.nxml
PMC3655925,True,PMC3655925.nxml
PMC3685660,False,PMC3685660.nxml
PMC4706656,True,PMC4706656.nxml
PMC3563582,False,PMC3563582.nxml
PMC3713954,True,PMC3713954.nxml
PMC3718986,True,PMC3718986.nxml
PMC3523116,True,PMC3523116.nxml
PMC3524248,True,PMC3524248.nxml
PMC3708919,True,PMC3708919.nxml
PMC3525027,True,PMC3525027.nxml
PMC4051798,True,PMC4051798.nxml
PMC4885556,True,PMC4885556.nxml
PMC3527451,True,PMC3527451.nxml
PMC3528070,True,PMC3528070.nxml
PMC4456875,True,PMC4456875.nxml
PMC5062225,True,PMC5062225.nxml
PMC3531032,True,PMC3531032.nxml
PMC3664439,True,PMC3664439.nxml
PMC4541701,True,PMC4541701.nxml
PMC3771705,True,PMC3771705.nxml
PMC3533016,True,PMC3533016.nxml
PMC3533102,True,PMC3533102.nxml
PMC4789695,True,PMC4789695.nxml
PMC3533727,True,PMC3533727.nxml
PMC3533734,True,PMC3533734.nxml
PMC3533866,True,PMC3533866.nxml
PMC3807804,True,PMC3807804.nxml
PMC4373386,True,PMC4373386.nxml
PMC5137891,True,PMC5137891.nxml
PMC3534260,True,PMC3534260.nxml
PMC3534372,True,PMC3534372.nxml
PMC4114424,False,PMC4114424.nxml
PMC3535035,True,PMC3535035.nxml
PMC4330331,True,PMC4330331.nxml
PMC4869739,True,PMC4869739.nxml
PMC4247318,True,PMC4247318.nxml
PMC3535401,False,PMC3535401.nxml
PMC3535414,False,PMC3535414.nxml
PMC3536989,True,PMC3536989.nxml
PMC4168854,True,PMC4168854.nxml
PMC3539479,True,PMC3539479.nxml
PMC3539869,True,PMC3539869.nxml
PMC3540005,False,PMC3540005.nxml
PMC4818854,False,PMC4818854.nxml
PMC3540043,True,PMC3540043.nxml
PMC3540096,True,PMC3540096.nxml
PMC4411834,True,PMC4411834.nxml
PMC3540771,True,PMC3540771.nxml
PMC3541043,True,PMC3541043.nxml
PMC5079030,True,PMC5079030.nxml
PMC3541614,True,PMC3541614.nxml
PMC3541617,True,PMC3541617.nxml
PMC4538272,True,PMC4538272.nxml
PMC3541746,False,PMC3541746.nxml
PMC3688861,False,PMC3688861.nxml
PMC4155546,False,PMC4155546.nxml
PMC4371633,False,PMC4371633.nxml
PMC4527105,False,PMC4527105.nxml
PMC3541928,True,PMC3541928.nxml
PMC3541943,True,PMC3541943.nxml
PMC3543282,True,PMC3543282.nxml
PMC3543810,True,PMC3543810.nxml
PMC4511334,False,PMC4511334.nxml
PMC3544600,True,PMC3544600.nxml
PMC4122345,True,PMC4122345.nxml
PMC4333162,True,PMC4333162.nxml
PMC4582734,True,PMC4582734.nxml
PMC3546252,True,PMC3546252.nxml
PMC3702532,False,PMC3702532.nxml
PMC3735420,True,PMC3735420.nxml
PMC3547211,True,PMC3547211.nxml
PMC3547248,False,PMC3547248.nxml
PMC3672720,True,PMC3672720.nxml
PMC3547923,True,PMC3547923.nxml
PMC3548075,True,PMC3548075.nxml
PMC3548137,True,PMC3548137.nxml
PMC3548350,True,PMC3548350.nxml
PMC4520506,True,PMC4520506.nxml
PMC4219031,True,PMC4219031.nxml
PMC4234367,True,PMC4234367.nxml
PMC4901113,True,PMC4901113.nxml
PMC3551212,True,PMC3551212.nxml
PMC4430499,True,PMC4430499.nxml
PMC3995223,True,PMC3995223.nxml
PMC4360576,True,PMC4360576.nxml
PMC5493243,True,PMC5493243.nxml
PMC3551839,True,PMC3551839.nxml
PMC3551873,True,PMC3551873.nxml
PMC3552971,True,PMC3552971.nxml
PMC3553406,False,PMC3553406.nxml
PMC3554272,True,PMC3554272.nxml
PMC3609486,True,PMC3609486.nxml
PMC3777514,True,PMC3777514.nxml
PMC3555550,True,PMC3555550.nxml
PMC3556419,True,PMC3556419.nxml
PMC3556890,True,PMC3556890.nxml
PMC3557195,True,PMC3557195.nxml
PMC3557628,True,PMC3557628.nxml
PMC3595138,True,PMC3595138.nxml
PMC3595140,True,PMC3595140.nxml
PMC3558798,False,PMC3558798.nxml
PMC3558805,True,PMC3558805.nxml
PMC3559382,True,PMC3559382.nxml
PMC3560255,True,PMC3560255.nxml
PMC3561257,True,PMC3561257.nxml
PMC3561294,True,PMC3561294.nxml
PMC3561321,True,PMC3561321.nxml
PMC3610687,True,PMC3610687.nxml
PMC4055075,True,PMC4055075.nxml
PMC4492682,True,PMC4492682.nxml
PMC4802465,True,PMC4802465.nxml
PMC3561391,True,PMC3561391.nxml
PMC3561510,True,PMC3561510.nxml
PMC3561615,True,PMC3561615.nxml
PMC3850607,True,PMC3850607.nxml
PMC3563307,False,PMC3563307.nxml
PMC3563646,True,PMC3563646.nxml
PMC3590159,True,PMC3590159.nxml
PMC3564459,True,PMC3564459.nxml
PMC3564460,True,PMC3564460.nxml
PMC3564742,True,PMC3564742.nxml
PMC4623758,True,PMC4623758.nxml
PMC3565276,True,PMC3565276.nxml
PMC4229066,True,PMC4229066.nxml
PMC3858741,True,PMC3858741.nxml
PMC3565910,True,PMC3565910.nxml
PMC3566110,True,PMC3566110.nxml
PMC3566479,True,PMC3566479.nxml
PMC3569581,True,PMC3569581.nxml
PMC3570145,True,PMC3570145.nxml
PMC4844845,True,PMC4844845.nxml
PMC4444752,True,PMC4444752.nxml
PMC3572053,True,PMC3572053.nxml
PMC3572372,True,PMC3572372.nxml
PMC3572379,False,PMC3572379.nxml
PMC3668874,False,PMC3668874.nxml
PMC3956810,False,PMC3956810.nxml
PMC3572991,True,PMC3572991.nxml
PMC4554140,True,PMC4554140.nxml
PMC3574037,True,PMC3574037.nxml
PMC3574500,True,PMC3574500.nxml
PMC3574837,True,PMC3574837.nxml
PMC3575552,True,PMC3575552.nxml
PMC3605573,True,PMC3605573.nxml
PMC3576218,True,PMC3576218.nxml
PMC3576377,False,PMC3576377.nxml
PMC3851488,True,PMC3851488.nxml
PMC3576902,True,PMC3576902.nxml
PMC3577430,False,PMC3577430.nxml
PMC4228108,False,PMC4228108.nxml
PMC3577458,True,PMC3577458.nxml
PMC3579233,True,PMC3579233.nxml
PMC4631180,False,PMC4631180.nxml
PMC3580508,True,PMC3580508.nxml
PMC3580543,True,PMC3580543.nxml
PMC3580717,True,PMC3580717.nxml
PMC3580728,True,PMC3580728.nxml
PMC4060995,True,PMC4060995.nxml
PMC4837515,True,PMC4837515.nxml
PMC3580730,True,PMC3580730.nxml
PMC4339109,True,PMC4339109.nxml
PMC3580790,True,PMC3580790.nxml
PMC3580897,False,PMC3580897.nxml
PMC3582470,True,PMC3582470.nxml
PMC3583096,True,PMC3583096.nxml
PMC3821145,True,PMC3821145.nxml
PMC3953654,True,PMC3953654.nxml
PMC3583466,True,PMC3583466.nxml
PMC4489895,True,PMC4489895.nxml
PMC3629070,True,PMC3629070.nxml
PMC3583772,True,PMC3583772.nxml
PMC5646208,True,PMC5646208.nxml
PMC3583885,True,PMC3583885.nxml
PMC4434857,True,PMC4434857.nxml
PMC3584921,True,PMC3584921.nxml
PMC3645670,True,PMC3645670.nxml
PMC3584995,True,PMC3584995.nxml
PMC3585947,True,PMC3585947.nxml
PMC3585992,True,PMC3585992.nxml
PMC3586442,True,PMC3586442.nxml
PMC3586443,True,PMC3586443.nxml
PMC3587628,True,PMC3587628.nxml
PMC3590180,True,PMC3590180.nxml
PMC3936815,True,PMC3936815.nxml
PMC3590758,False,PMC3590758.nxml
PMC3592556,True,PMC3592556.nxml
PMC4074470,True,PMC4074470.nxml
PMC3594052,True,PMC3594052.nxml
PMC3594224,True,PMC3594224.nxml
PMC3595088,True,PMC3595088.nxml
PMC3595670,True,PMC3595670.nxml
PMC3747626,True,PMC3747626.nxml
PMC3851809,True,PMC3851809.nxml
PMC3947437,True,PMC3947437.nxml
PMC4960404,True,PMC4960404.nxml
PMC5688650,True,PMC5688650.nxml
PMC3596371,True,PMC3596371.nxml
PMC4080315,True,PMC4080315.nxml
PMC4334917,True,PMC4334917.nxml
PMC4313781,False,PMC4313781.nxml
PMC3597709,False,PMC3597709.nxml
PMC3598345,True,PMC3598345.nxml
PMC4583110,True,PMC4583110.nxml
PMC4202556,True,PMC4202556.nxml
PMC3598549,True,PMC3598549.nxml
PMC3598998,True,PMC3598998.nxml
PMC3599396,True,PMC3599396.nxml
PMC3841362,True,PMC3841362.nxml
PMC3599615,True,PMC3599615.nxml
PMC3600293,True,PMC3600293.nxml
PMC3888904,True,PMC3888904.nxml
PMC3600335,True,PMC3600335.nxml
PMC3600725,False,PMC3600725.nxml
PMC4689045,True,PMC4689045.nxml
PMC3933020,True,PMC3933020.nxml
PMC3602114,True,PMC3602114.nxml
PMC3875440,True,PMC3875440.nxml
PMC3603206,True,PMC3603206.nxml
PMC3603664,False,PMC3603664.nxml
PMC3604220,True,PMC3604220.nxml
PMC3604833,True,PMC3604833.nxml
PMC3713578,True,PMC3713578.nxml
PMC4691970,True,PMC4691970.nxml
PMC4773232,False,PMC4773232.nxml
PMC5069878,False,PMC5069878.nxml
PMC3604956,True,PMC3604956.nxml
PMC3605379,True,PMC3605379.nxml
PMC3605789,True,PMC3605789.nxml
PMC4759215,True,PMC4759215.nxml
PMC4917572,True,PMC4917572.nxml
PMC3965561,True,PMC3965561.nxml
PMC3606725,True,PMC3606725.nxml
PMC3607604,True,PMC3607604.nxml
PMC3899282,True,PMC3899282.nxml
PMC3607855,True,PMC3607855.nxml
PMC3608023,True,PMC3608023.nxml
PMC3608032,True,PMC3608032.nxml
PMC4604651,True,PMC4604651.nxml
PMC4604652,True,PMC4604652.nxml
PMC5424647,True,PMC5424647.nxml
PMC3608300,True,PMC3608300.nxml
PMC3608534,True,PMC3608534.nxml
PMC3608883,True,PMC3608883.nxml
PMC3609563,True,PMC3609563.nxml
PMC3657919,True,PMC3657919.nxml
PMC3610290,True,PMC3610290.nxml
PMC3610772,True,PMC3610772.nxml
PMC4204777,True,PMC4204777.nxml
PMC4730298,False,PMC4730298.nxml
PMC5399137,True,PMC5399137.nxml
PMC3612588,True,PMC3612588.nxml
PMC3613866,True,PMC3613866.nxml
PMC3614537,True,PMC3614537.nxml
PMC3614669,False,PMC3614669.nxml
PMC3615930,True,PMC3615930.nxml
PMC3617787,True,PMC3617787.nxml
PMC4451100,True,PMC4451100.nxml
PMC3618238,True,PMC3618238.nxml
PMC3869050,True,PMC3869050.nxml
PMC3619076,False,PMC3619076.nxml
PMC3619489,True,PMC3619489.nxml
PMC4689969,True,PMC4689969.nxml
PMC5572402,True,PMC5572402.nxml
PMC3620406,True,PMC3620406.nxml
PMC5309308,True,PMC5309308.nxml
PMC3624777,True,PMC3624777.nxml
PMC3625151,True,PMC3625151.nxml
PMC3625408,True,PMC3625408.nxml
PMC4056779,True,PMC4056779.nxml
PMC3841354,False,PMC3841354.nxml
PMC3626188,True,PMC3626188.nxml
PMC3626419,False,PMC3626419.nxml
PMC4635588,False,PMC4635588.nxml
PMC3627016,True,PMC3627016.nxml
PMC3628530,True,PMC3628530.nxml
PMC3628574,True,PMC3628574.nxml
PMC3799694,True,PMC3799694.nxml
PMC4066344,True,PMC4066344.nxml
PMC4783444,False,PMC4783444.nxml
PMC3629426,True,PMC3629426.nxml
PMC3629462,True,PMC3629462.nxml
PMC3630160,True,PMC3630160.nxml
PMC4146323,True,PMC4146323.nxml
PMC3669702,True,PMC3669702.nxml
PMC3631156,True,PMC3631156.nxml
PMC3631514,True,PMC3631514.nxml
PMC3631833,True,PMC3631833.nxml
PMC3633725,True,PMC3633725.nxml
PMC4203108,True,PMC4203108.nxml
PMC4331493,True,PMC4331493.nxml
PMC3634750,True,PMC3634750.nxml
PMC3634760,True,PMC3634760.nxml
PMC3726742,True,PMC3726742.nxml
PMC3634976,True,PMC3634976.nxml
PMC3635636,True,PMC3635636.nxml
PMC3636068,True,PMC3636068.nxml
PMC3636306,True,PMC3636306.nxml
PMC3748511,True,PMC3748511.nxml
PMC3748529,True,PMC3748529.nxml
PMC3820538,True,PMC3820538.nxml
PMC4426548,True,PMC4426548.nxml
PMC4432981,True,PMC4432981.nxml
PMC4528084,True,PMC4528084.nxml
PMC4559074,True,PMC4559074.nxml
PMC4748129,True,PMC4748129.nxml
PMC3941165,True,PMC3941165.nxml
PMC4240316,True,PMC4240316.nxml
PMC4704965,True,PMC4704965.nxml
PMC3636648,True,PMC3636648.nxml
PMC3636659,True,PMC3636659.nxml
PMC3636781,True,PMC3636781.nxml
PMC3717757,True,PMC3717757.nxml
PMC4449819,True,PMC4449819.nxml
PMC3637106,True,PMC3637106.nxml
PMC3933347,True,PMC3933347.nxml
PMC4051517,True,PMC4051517.nxml
PMC4414963,True,PMC4414963.nxml
PMC3640146,True,PMC3640146.nxml
PMC3641608,True,PMC3641608.nxml
PMC3940003,True,PMC3940003.nxml
PMC4396529,True,PMC4396529.nxml
PMC3836135,True,PMC3836135.nxml
PMC3643858,True,PMC3643858.nxml
PMC5157077,False,PMC5157077.nxml
PMC3646287,False,PMC3646287.nxml
PMC4106911,False,PMC4106911.nxml
PMC5078098,True,PMC5078098.nxml
PMC3647272,True,PMC3647272.nxml
PMC3648461,True,PMC3648461.nxml
PMC3648471,True,PMC3648471.nxml
PMC4513534,True,PMC4513534.nxml
PMC3649943,True,PMC3649943.nxml
PMC3649960,True,PMC3649960.nxml
PMC3669421,True,PMC3669421.nxml
PMC4452333,True,PMC4452333.nxml
PMC4549112,True,PMC4549112.nxml
PMC3650217,True,PMC3650217.nxml
PMC3683340,True,PMC3683340.nxml
PMC4037269,True,PMC4037269.nxml
PMC4338460,True,PMC4338460.nxml
PMC3923391,True,PMC3923391.nxml
PMC3650984,True,PMC3650984.nxml
PMC4206379,True,PMC4206379.nxml
PMC3651724,True,PMC3651724.nxml
PMC4537510,True,PMC4537510.nxml
PMC3652756,True,PMC3652756.nxml
PMC4021652,True,PMC4021652.nxml
PMC3652770,True,PMC3652770.nxml
PMC3727083,True,PMC3727083.nxml
PMC3653756,False,PMC3653756.nxml
PMC3654355,False,PMC3654355.nxml
PMC3654501,True,PMC3654501.nxml
PMC3654615,True,PMC3654615.nxml
PMC3654616,True,PMC3654616.nxml
PMC3654774,True,PMC3654774.nxml
PMC3654912,True,PMC3654912.nxml
PMC3654939,True,PMC3654939.nxml
PMC3656081,True,PMC3656081.nxml
PMC3656082,True,PMC3656082.nxml
PMC3656567,True,PMC3656567.nxml
PMC4143585,True,PMC4143585.nxml
PMC4388538,True,PMC4388538.nxml
PMC5096248,True,PMC5096248.nxml
PMC3656680,True,PMC3656680.nxml
PMC4031241,False,PMC4031241.nxml
PMC4389916,False,PMC4389916.nxml
PMC3657080,False,PMC3657080.nxml
PMC5403108,False,PMC5403108.nxml
PMC4293521,True,PMC4293521.nxml
PMC3658270,False,PMC3658270.nxml
PMC3667171,False,PMC3667171.nxml
PMC4851554,False,PMC4851554.nxml
PMC3947269,True,PMC3947269.nxml
PMC3658919,False,PMC3658919.nxml
PMC3659066,True,PMC3659066.nxml
